id,Name,title,price,link_item,discount,sold,evaluate,location,timestamp,discount_value,final_price
42,Quần jean nam chất,Quần jean nam chất denim thời trang cao cấp- quần jean nam màu xám nhạt trơn phong cách hàn quốc- quần jean nam mẫu mới nhất 2022 PP5 BINSTOER94,109000,https://www.lazada.vn/products/quan-jean-nam-chat-denim-thoi-trang-cao-cap-quan-jean-nam-mau-xam-nhat-tron-phong-cach-han-quoc-quan-jean-nam-mau-moi-nhat-2022-pp5-binstoer94-i1769411097.html,0.69,146,49,Hà Nội,2024-07-23 13:42:02.199729,75210.0,33790.0
43,[HCM]Quần jean nam chất,[HCM]Quần jean nam chất bò cao cấp - quần jean nam co giãn - quần jean nam rách gối mẫu mới phong cách trẻ trung năng động thời trang binstore94 BT052,109000,https://www.lazada.vn/products/hcmquan-jean-nam-chat-bo-cao-cap-quan-jean-nam-co-gian-quan-jean-nam-rach-goi-mau-moi-phong-cach-tre-trung-nang-dong-thoi-trang-binstore94-bt052-i1235671223.html,0.48,102,26,,2024-07-23 13:42:02.199729,52320.0,56680.0
44,[HCM]Quần jean nam hàn,[HCM]Quần jean nam hàn quốc - quần jean nam rách gối - quần jean nam trơn cao cấp co giãn 4 chiều phong cách năng động thời trang THỎ TÂY SHOP94 ts093,109000,https://www.lazada.vn/products/hcmquan-jean-nam-han-quoc-quan-jean-nam-rach-goi-quan-jean-nam-tron-cao-cap-co-gian-4-chieu-phong-cach-nang-dong-thoi-trang-tho-tay-shop94-ts093-i1238790391.html,0.48,11,0,China,2024-07-23 13:42:02.199729,52320.0,56680.0
45,Quần jean nam ống,Quần jean nam ống suông trơn đẹp trung niên chất bò big size,109000,https://www.lazada.vn/products/quan-jean-nam-ong-suong-tron-dep-trung-nien-chat-bo-big-size-i677620936.html,0.39,37,834,,2024-07-23 13:42:02.199729,42510.0,66490.0
46,[Mua 2 giảm 5%],[Mua 2 giảm 5%] QUẦN JEAN NAM CHẤT BÒ ĐEN LOANG IN HOẠ TIẾT TRẺ TRUNG CO DÃN RÁCH NGANG GỐI PHỐI DÂY KÉO LAI THƯỜNG PHONG CÁCH HÀN QUỐC,109000,https://www.lazada.vn/products/mua-2-giam-5-quan-jean-nam-chat-bo-den-loang-in-hoa-tiet-tre-trung-co-dan-rach-ngang-goi-phoi-day-keo-lai-thuong-phong-cach-han-quoc-i2426142566.html,0.46,416,127,,2024-07-23 13:42:02.199729,50140.0,58860.0
47,Quần Jean Nam Quần,Quần Jean Nam Quần Bò Nam Cotton Ống Suông Không Giãn Dày Dặn Mềm Mịn Form Chuẩn Phong Cách Thời Trang Công Sở,109000,https://www.lazada.vn/products/quan-jean-nam-quan-bo-nam-cotton-ong-suong-khong-gian-day-dan-mem-min-form-chuan-phong-cach-thoi-trang-cong-so-i2409115833.html,0.5,94,24,,2024-07-23 13:42:02.199729,54500.0,54500.0
48,QUẦN BÒ JEAN NAM,QUẦN BÒ JEAN NAM DÀI ĐEN RÁCH VÁ DA KIỂU HOT TREND CHẤT VẢI MỀM MÁT CO GIÃN TỐT GIÁ RẺ,109000,https://www.lazada.vn/products/quan-bo-jean-nam-dai-den-rach-va-da-kieu-hot-trend-chat-vai-mem-mat-co-gian-tot-gia-re-i2338821433.html,0.5,152,51,Phú Thọ,2024-07-23 13:42:02.199729,54500.0,54500.0
49,[HCM]QUẦN JEAN NAM CHẤT,[HCM]QUẦN JEAN NAM CHẤT LIỆU VẢI DENIM CAO CẤP PHONG CÁCH - CÁ TÍNH ALANAFASHION - QJN2036,109000,https://www.lazada.vn/products/hcmquan-jean-nam-chat-lieu-vai-denim-cao-cap-phong-cach-ca-tinh-alanafashion-qjn2036-i882438322.html,0.39,0,0,,2024-07-23 13:42:02.199729,42510.0,66490.0
50,Quần jean nam ống,Quần jean nam ống suông trơn đẹp chất bò trung niên big size,109000,https://www.lazada.vn/products/quan-jean-nam-ong-suong-tron-dep-chat-bo-trung-nien-big-size-i1043594587.html,0.39,888,233,,2024-07-23 13:42:02.199729,42510.0,66490.0
51,QUẦN JEAN ỐNG RỘNG,QUẦN JEAN ỐNG RỘNG NAM NỮ UNIEX WASH 3 MÀU HÀNG CAO CẤP NHẬT BẢN PHONG CÁCH SANG CHẢNH - TOKYO FASHION,109000,https://www.lazada.vn/products/quan-jean-ong-rong-nam-nu-uniex-wash-3-mau-hang-cao-cap-nhat-ban-phong-cach-sang-chanh-tokyo-fashion-i2310078633.html,0.46,89,26,Hà Nội,2024-07-23 13:42:02.199729,50140.0,58860.0
52,QUẦN JEAN ỐNG RỘNG,QUẦN JEAN ỐNG RỘNG NAM NỮ UNIEX BỤI BẶM ĐƯỜNG PHỐ PHONG CÁCH NHẬT BẢN ĐẲNG CẤP MỚI - TOKYO FASHION,109000,https://www.lazada.vn/products/quan-jean-ong-rong-nam-nu-uniex-bui-bam-duong-pho-phong-cach-nhat-ban-dang-cap-moi-tokyo-fashion-i2396922330.html,0.46,47,17,Hồ Chí Minh,2024-07-23 13:42:02.199729,50140.0,58860.0
53,Quần Bò Cho Nam,Quần Bò Cho Nam 2022 Autunm Và Mùa Đông Mới Ngoại Cỡ 5XL Quần Rộng Thường Ngày Buộc Mắt Cá Chân Quần Denim Đã Giặt Thời Trang Cho Nam,109000,https://www.lazada.vn/products/quan-bo-cho-nam-2022-autunm-va-mua-dong-moi-ngoai-co-5xl-quan-rong-thuong-ngay-buoc-mat-ca-chan-quan-denim-da-giat-thoi-trang-cho-nam-i2054088199.html,0.46,16,4,,2024-07-23 13:42:02.199729,50140.0,58860.0
54,Quần Jean Nam co,"Quần Jean Nam co giãn mẫu mới phong cách trẻ trung, Quần Bò Nam trơn cao cấp siêu đẹp màu xanh phong cách Tô Tồ Store - MQ91",109000,https://www.lazada.vn/products/quan-jean-nam-co-gian-mau-moi-phong-cach-tre-trung-quan-bo-nam-tron-cao-cap-sieu-dep-mau-xanh-phong-cach-to-to-store-mq91-i1826836189.html,0.46,226,75,,2024-07-23 13:42:02.199729,50140.0,58860.0
55,Quần jean nam mẫu,"Quần jean nam mẫu mới cao cấp Libe95 Fashions, Quần bò nam rách kết hợp vẩy sơn thời trang Hàn Quốc siêu Hot - QJN97",109000,https://www.lazada.vn/products/quan-jean-nam-mau-moi-cao-cap-libe95-fashions-quan-bo-nam-rach-ket-hop-vay-son-thoi-trang-han-quoc-sieu-hot-qjn97-i1596834648.html,0.46,193,56,Hồ Chí Minh,2024-07-23 13:42:02.199729,50140.0,58860.0
56,Quần Short Denim Hợp,Quần Short Denim Hợp Thời Trang Nam Mùa Hè Mỏng Phong Cách Slim Fit Phiên Bản Hàn Quốc Năm Mảnh Quần Dáng Rộng,109700,https://www.lazada.vn/products/quan-short-denim-hop-thoi-trang-nam-mua-he-mong-phong-cach-slim-fit-phien-ban-han-quoc-nam-manh-quan-dang-rong-i2666516452.html,0.49,5,2,,2024-07-23 13:42:02.199729,53753.0,55947.0
57,Hàn Quốc lỏng Quần,Hàn Quốc lỏng Quần Legging rộng thẳng cắt giản dị tất cả các trận đấu jeans quần người đàn ông,109800,https://www.lazada.vn/products/han-quoc-long-quan-legging-rong-thang-cat-gian-di-tat-ca-cac-tran-dau-jeans-quan-nguoi-dan-ong-i2417976438.html,0.23,136,45,,2024-07-23 13:42:02.199729,25254.0,84546.0
58,Thời trang mùa thu,Thời trang mùa thu thường đa năng rách đã qua xử lý Quần bò thời trang nam,112100,https://www.lazada.vn/products/thoi-trang-mua-thu-thuong-da-nang-rach-da-qua-xu-ly-quan-bo-thoi-trang-nam-i2618144018.html,0.17,36,17,China,2024-07-23 13:42:02.199729,19057.0,93043.0
59,Mùa Xuân Quần Jean,Mùa Xuân Quần Jean Nam Co Giãn Chân Thẳng Quần Ống Rộng Công Sở Enim Quần Cotton Dành Cho Thanh Niên Trung Niên,113000,https://www.lazada.vn/products/mua-xuan-quan-jean-nam-co-gian-chan-thang-quan-ong-rong-cong-so-enim-quan-cotton-danh-cho-thanh-nien-trung-nien-i2660964586.html,0.49,0,1,Hồ Chí Minh,2024-07-23 13:42:02.199729,55370.0,57630.0
60,Nam Mùa Hè Quần,Nam Mùa Hè Quần Short Denim Mỏng Dáng Rộng Chân Thẳng Co Giãn Quần Dài Trung Bình Cắt 7 Điểm,113000,https://www.lazada.vn/products/nam-mua-he-quan-short-denim-mong-dang-rong-chan-thang-co-gian-quan-dai-trung-binh-cat-7-diem-i2661029461.html,0.57,0,0,,2024-07-23 13:42:02.199729,64409.99999999999,48590.00000000001
61,Nam Vintage Miếng Dán,Nam Vintage Miếng Dán Cường Lực Quần Jean Thời Trang Hợp Thời Trang Denim Quần Áo Thun Quần Dài Cho Mùa Thu/Mùa Đông,113500,https://www.lazada.vn/products/nam-vintage-mieng-dan-cuong-luc-quan-jean-thoi-trang-hop-thoi-trang-denim-quan-ao-thun-quan-dai-cho-mua-thumua-dong-i2679679214.html,0.62,16,0,,2024-07-23 13:42:02.199729,70370.0,43130.0
62,YIPINYOUYOU丨Quần Jean Đen Quần,YIPINYOUYOU丨Quần Jean Đen Quần Bút Chì Rách Phong Cách Hàn Quốc Phong Cách Bó Sát Xu Hướng Mùa Hè Mới,114000,https://www.lazada.vn/products/yipinyouyouquan-jean-den-quan-but-chi-rach-phong-cach-han-quoc-phong-cach-bo-sat-xu-huong-mua-he-moi-i1848897903.html,0.4,343,276,,2024-07-23 13:42:02.199729,45600.0,68400.0
